fieldname,datasourcemv,lknamemv,newfieldname,taxonomic
white_wl,Jill Sweet,schutz,Nymphaea odorata,Y
white_wl,Jill Sweet,st joe,Nymphaea odorata,Y
white_wl,Jill Sweet,stone,Nymphaea odorata,Y
white_wl,Jill Sweet,sunny,Nymphaea odorata,Y
white_wl,Jill Sweet,wasserman,Nymphaea odorata,Y
white_wl,Jill Sweet,west auburn,Nymphaea odorata,Y
white_wl,Jill Sweet,windsor,Nymphaea odorata,Y
white_wl,Jill Sweet,zumbra,Nymphaea odorata,Y
white_waterlily,Allison Gamble,emily,Nymphaea odorata,Y
white_waterlily,Allison Gamble,madison,Nymphaea odorata,Y
white_waterlily,Allison Gamble,rays,Nymphaea odorata,Y
white_waterlily,Allison Gamble,roemhildt,Nymphaea odorata,Y
white_waterlily,Allison Gamble,sleepy eye,Nymphaea odorata,Y
white_waterlily,fieldseth,halsted,Nymphaea odorata,Y
white_waterlily,Jill Sweet,east auburn,Nymphaea odorata,Y
white_waterlily,Jill Sweet,halsteads,Nymphaea odorata,Y
white_waterlily,Jill Sweet,marsh,Nymphaea odorata,Y
white_waterlily,Jill Sweet,wasserman,Nymphaea odorata,Y
white_waterlily,Jill Sweet,west auburn,Nymphaea odorata,Y
white_waterlily,mccomas,clearw,Nymphaea odorata,Y
white_waterlily,mccomas,gleason,Nymphaea odorata,Y
white_waterlily,mccomas,gleasonnorth,Nymphaea odorata,Y
white_waterlily,mccomas,reshanau,Nymphaea odorata,Y
white_waterlily,mccomas,round,Nymphaea odorata,Y
white_waterlilly,Andrea Prichard,black,Nymphaea odorata,Y
white_waterlilies,mccomas,clearw,Nymphaea odorata,Y
white_waterlilies,mccomas,gleason,Nymphaea odorata,Y
white_waterlilies,mccomas,gleasonnorth,Nymphaea odorata,Y
white_waterlilies,mccomas,reshanau,Nymphaea odorata,Y
white_water_lily_nymphaea_ordorata,April Londo,rebecca,Nymphaea odorata,Y
white_water_lily,Andrea Prichard,charley,Nymphaea odorata,Y
white_water_lily,Andrea Prichard,crosby,Nymphaea odorata,Y
white_water_lily,Andrea Prichard,mccarrons,Nymphaea odorata,Y
white_water_lily,Andrea Prichard,wilkinson,Nymphaea odorata,Y
white_water_lily,April Londo,rebecca,Nymphaea odorata,Y
white_water_lily,April Londo,sarah east,Nymphaea odorata,Y
white_water_lily,April Londo,sarah west,Nymphaea odorata,Y
white_water_lily,crwd,bigcrosby,Nymphaea odorata,Y
white_water_lily,Jill Sweet,church,Nymphaea odorata,Y
white_water_lily,Jill Sweet,hiawatha,Nymphaea odorata,Y
white_water_lily,Jill Sweet,piersons,Nymphaea odorata,Y
white_water_lily,Jill Sweet,schutz,Nymphaea odorata,Y
white_water_lily,Jill Sweet,steiger,Nymphaea odorata,Y
white_water_lily,Jill Sweet,twin,Nymphaea odorata,Y
white_water_lilly,alexadd,alexadd,Nymphaea odorata,Y
white_water_crowfoot_ranunculus_aquatilis,Allison Gamble,frances,Ranunculus aquatilis,Y
white_water_crowfoot_ranunculus_aquatilis,Allison Gamble,kelly,Ranunculus aquatilis,Y
white_water_crowfoot_ranunculus_aquatilis,Allison Gamble,mazaska,Ranunculus aquatilis,Y
white_water_crowfoot_ranunculus_aquatilis,Allison Gamble,roemhildt,Ranunculus aquatilis,Y
white_water_crowfoot_ranunculus_aquatilis,Allison Gamble,shields,Ranunculus aquatilis,Y
white_water_crowfoot,Andrea Prichard,little crosby,Ranunculus aquatilis,Y
white_water_crowfoot,crwd,bigcrosby,Ranunculus aquatilis,Y
white_water_crowfoot,crwd,uppercrosby,Ranunculus aquatilis,Y
white_water_crowfoot,Jill Sweet,west auburn,Ranunculus aquatilis,Y
white_water_crowfoot,Meg Rattei_19,parkers,Ranunculus aquatilis,Y
white_water_crow_foot,Andrea Prichard,little crosby,Ranunculus aquatilis,Y
white_water_crow_foot,crwd,uppercrosby,Ranunculus aquatilis,Y
white_water_buttercup,Jill Sweet,piersons,Ranunculus aquatilis,Y
WHITE_WATE,alexadd,alexadd,Ambiguous R aquatilis or N odorata please comment,Y
white_stem_pondweed,April Londo,sarah east,Potamogeton praelongus,Y
white_stem_pondweed,Eric Fieldseth,eagle,Potamogeton praelongus,Y
white_stem_pondweed,Jill Sweet,piersons,Potamogeton praelongus,Y
white_stem_pondweed,Jill Sweet,west auburn,Potamogeton praelongus,Y
white_stem,Allison Gamble,duck,Potamogeton praelongus,Y
white_stem,Allison Gamble,dudley,Potamogeton praelongus,Y
white_stem,Allison Gamble,fish,Potamogeton praelongus,Y
white_stem,Allison Gamble,frances,Potamogeton praelongus,Y
white_stem,Allison Gamble,kelly,Potamogeton praelongus,Y
white_stem,Allison Gamble,mazaska,Potamogeton praelongus,Y
white_stem,Allison Gamble,roemhildt,Potamogeton praelongus,Y
white_stem,April Londo,coon,Potamogeton praelongus,Y
white_stem,fieldseth,minnewashta,Potamogeton praelongus,Y
white_stem,Jill Sweet,minnewashta,Potamogeton praelongus,Y
white_stem,Jill Sweet,piersons,Potamogeton praelongus,Y
white_stem,Jill Sweet,zumbra,Potamogeton praelongus,Y
white_stem,Rob Brown,brownie,Potamogeton praelongus,Y
white_steam_potamogeton_praelongus,Allison Gamble,frances,Potamogeton praelongus,Y
white_steam_potamogeton_praelongus,Allison Gamble,kelly,Potamogeton praelongus,Y
white_steam_potamogeton_praelongus,Allison Gamble,lily,Potamogeton praelongus,Y
white_steam_potamogeton_praelongus,Allison Gamble,reeds,Potamogeton praelongus,Y
white_steam_potamogeton_praelongus,Allison Gamble,roemhildt,Potamogeton praelongus,Y
white_lily,April Londo,rebecca,Nymphaea odorata,Y
white_lily,April Londo,sarah east,Nymphaea odorata,Y
white_lily,April Londo,sarah west,Nymphaea odorata,Y
white_lily,mccomas,reshanau,Nymphaea odorata,Y
white_lilly,April Londo,rebecca,Nymphaea odorata,Y
white_lilies,mccomas,clearw,Nymphaea odorata,Y
white_lilies,mccomas,gleason,Nymphaea odorata,Y
white_lilies,mccomas,gleasonnorth,Nymphaea odorata,Y
white_lilies,mccomas,reshanau,Nymphaea odorata,Y
white_lilies,mccomas,round,Nymphaea odorata,Y
white__waterlily,mccomas,round,Nymphaea odorata,Y
White waterlily Nymphaea odorata,alexadd,alexadd,Nymphaea odorata,Y
White Water Lily,alexadd,alexadd,Nymphaea odorata,Y
White water lillies,alexadd,alexadd,Nymphaea odorata,Y
White water crowsfoot,alexadd,alexadd,Ranunculus aquatilis,Y
wcol,Cole Loewen,louisa,Wolffia columbiana,Y
wcol,Cole Loewen,marie,Wolffia columbiana,Y
wcol,James Johnson,armstrong,Wolffia columbiana,Y
wcol,James Johnson,beebe,Wolffia columbiana,Y
wcol,James Johnson,brownie,Wolffia columbiana,Y
wcol,James Johnson,carsons bay,Wolffia columbiana,Y
wcol,James Johnson,cedar,Wolffia columbiana,Y
wcol,James Johnson,christmas,Wolffia columbiana,Y
wcol,James Johnson,colby,Wolffia columbiana,Y
wcol,James Johnson,crooked,Wolffia columbiana,Y
wcol,James Johnson,duck,Wolffia columbiana,Y
wcol,James Johnson,eagle,Wolffia columbiana,Y
wcol,James Johnson,grays,Wolffia columbiana,Y
wcol,James Johnson,grey cloud slough,Wolffia columbiana,Y
wcol,James Johnson,la,Wolffia columbiana,Y
wcol,James Johnson,lotus,Wolffia columbiana,Y
wcol,James Johnson,louisa,Wolffia columbiana,Y
wcol,James Johnson,marie,Wolffia columbiana,Y
wcol,James Johnson,north arm,Wolffia columbiana,Y
wcol,James Johnson,platte,Wolffia columbiana,Y
wcol,James Johnson,powers,Wolffia columbiana,Y
wcol,James Johnson,ravine,Wolffia columbiana,Y
wcol,James Johnson,rebecca,Wolffia columbiana,Y
wcol,James Johnson,red rock,Wolffia columbiana,Y
wcol,James Johnson,rice,Wolffia columbiana,Y
wcol,James Johnson,ricemarsh,Wolffia columbiana,Y
wcol,James Johnson,riley,Wolffia columbiana,Y
wcol,James Johnson,rush,Wolffia columbiana,Y
wcol,James Johnson,susan,Wolffia columbiana,Y
wcol,James Johnson,weaver,Wolffia columbiana,Y
wcol,James Johnson,wilmes,Wolffia columbiana,Y
wcol,Jill Sweet,isles,Wolffia columbiana,Y
wcol,Jill Sweet,n. lundsten,Wolffia columbiana,Y
wcol,newman,ann,Wolffia columbiana,Y
wcol,newman,coal,Wolffia columbiana,Y
wcol,newman,lowermission,Wolffia columbiana,Y
wcol,newman,lucy,Wolffia columbiana,Y
water-thread pondweed,alexadd,alexadd,Potamogeton diversifolius,Y
watershield,Allison Gamble,fish,Brasenia schreberi,Y
watershield,Andrea Prichard,mccarrons,Brasenia schreberi,Y
watershield,April Londo,sarah east,Brasenia schreberi,Y
watershield,crwd,bigcrosby,Brasenia schreberi,Y
watershield,fieldseth,minnewashta,Brasenia schreberi,Y
watershield,Jill Sweet,minnewashta,Brasenia schreberi,Y
watershield,Mark Ranweiler,toad,Brasenia schreberi,Y
watershield,mccomas,gleason,Brasenia schreberi,Y
watersheild,crwd,bigcrosby,Brasenia schreberi,Y
watermoss,fieldseth,minnewashta,Aquatic moss,Y
watermoss,Jill Sweet,east auburn,Aquatic moss,Y
watermoss,Jill Sweet,minnewashta,Aquatic moss,Y
watermoss,Jill Sweet,st joe,Aquatic moss,Y
watermoss,Jill Sweet,steiger,Aquatic moss,Y
watermoss,Jill Sweet,wasserman,Aquatic moss,Y
watermeal1,Andrea Prichard,beaver,Wolffia sp,Y
watermeal_wolffia_spp,brasch,cleary,Wolffia sp,Y
watermeal,Andrea Prichard,crosby,Wolffia sp,Y
watermeal,Andrea Prichard,loeb,Wolffia sp,Y
watermeal,Andrea Prichard,mccarrons,Wolffia sp,Y
watermeal,Jill Sweet,church,Wolffia sp,Y
watermeal,mccomas,gleason,Wolffia sp,Y
watermeal,mccomas,gleasonnorth,Wolffia sp,Y
watermeal,newman,rebecca,Wolffia sp,Y
waterlily,Allison Gamble,reeds,Nymphaea sp,Y
waterlilies,mccomas,gleason,Nymphaea sp,Y
waterlilies,mccomas,gleasonnorth,Nymphaea sp,Y
WaterLettuce,alexadd,alexadd,Pistia stratiotes,Y
waterdepth_ft,Andrea Prichard,mccarrons,depth_ft,N
waterdepth_ft,Britta Belden,lower crosby,depth_ft,N
waterdepth_ft,Britta Belden,upper crosby,depth_ft,N
waterdepth_ft,crwd,bigcrosby,depth_ft,N
waterdepth_ft,crwd,uppercrosby,depth_ft,N
waterdepth,Andrea Prichard,beaver,depth_ft,N
waterdepth,Andrea Prichard,crosby,depth_ft,N
waterdepth,Andrea Prichard,goose,depth_ft,N
waterdepth,Andrea Prichard,island,depth_ft,N
waterdepth,Andrea Prichard,loeb,depth_ft,N
waterdepth,Andrea Prichard,mccarrons,depth_ft,N
waterdepth,Andrea Prichard,owasso,depth_ft,N
waterdepth,Andrea Prichard,turtle,depth_ft,N
water_stargrass_heteranthera_dubia,Allison Gamble,beaver,Heteranthera dubia,Y
water_stargrass_heteranthera_dubia,Allison Gamble,kelly,Heteranthera dubia,Y
water_stargrass_heteranthera_dubia,Allison Gamble,lily,Heteranthera dubia,Y
water_stargrass_heteranthera_dubia,Allison Gamble,mazaska,Heteranthera dubia,Y
water_stargrass_heteranthera_dubia,Allison Gamble,reeds,Heteranthera dubia,Y
water_stargrass_heteranthera_dubia,Allison Gamble,roemhildt,Heteranthera dubia,Y
water_stargrass_heteranthera_dubia,Allison Gamble,shields,Heteranthera dubia,Y
water_stargrass_heteranthera_dubia,Allison Gamble_19,shields,Heteranthera dubia,Y
water_stargrass,Allison Gamble,madison,Heteranthera dubia,Y
water_stargrass,Allison Gamble,mountain,Heteranthera dubia,Y
water_stargrass,Andrea Prichard,charley,Heteranthera dubia,Y
water_stargrass,April Londo,rebecca,Heteranthera dubia,Y
water_stargrass,April Londo,sarah east,Heteranthera dubia,Y
water_stargrass,Eric Fieldseth,eagle,Heteranthera dubia,Y
water_stargrass,fieldseth,minnewashta,Heteranthera dubia,Y
water_stargrass,Jill Sweet,minnewashta,Heteranthera dubia,Y
water_stargrass,Jill Sweet,piersons,Heteranthera dubia,Y
water_stargrass,Jill Sweet,steiger,Heteranthera dubia,Y
water_stargrass,mccomas,clearw,Heteranthera dubia,Y
water_star_grass,Allison Gamble,madison,Heteranthera dubia,Y
water_smartweed,Jill Sweet,saunders-west,Persicaria amphibia,Y
water_smart_wood,Jill Sweet,hiawatha,Persicaria amphibia,Y
water_shield,Jill Sweet,hiawatha,Brasenia schreberi,Y
water_shield,Jill Sweet,libbs,Brasenia schreberi,Y
water_shield,Jill Sweet,west auburn,Brasenia schreberi,Y
water_sheild_brasenia_schreberi,Allison Gamble,kelly,Brasenia schreberi,Y
water_sheild_brasenia_schreberi,Allison Gamble,lily,Brasenia schreberi,Y
water_parsnip_sium_suave,Allison Gamble,lily,Sium suave,Y
water_moss,Jill Sweet,sunny,Aquatic moss,Y
water_moss,Mark Ranweiler,toad,Aquatic moss,Y
water_merigold_megalodonta_bidens_beckii,Allison Gamble,frances,Bidens beckii,Y
water_merigold_megalodonta_bidens_beckii,Allison Gamble,reeds,Bidens beckii,Y
water_meal,Jill Sweet,sunny,Wolffia sp,Y
water_marigold,Allison Gamble,frances,Bidens beckii,Y
water_depth_ft,Andrea Prichard,como,depth_ft,N
water_depth_ft,Britta Belden,loeb,depth_ft,N
water_depth_ft,Britta Belden,mccarron,depth_ft,N
water_depth_ft,crwd,mccarrons,depth_ft,N
water_depth_ft,fieldseth,halsted,depth_ft,N
water_depth_ft,Jill Sweet,halsteads,depth_ft,N
water_dept,dustin,pearl,depth_ft,N
water_celery,Allison Gamble,madison,Vallisneria americana,Y
water_celery,Allison Gamble,mountain,Vallisneria americana,Y
water_celery,April Londo,sarah east,Vallisneria americana,Y
water_celery,April Londo,sarah west,Vallisneria americana,Y
water_celery,fieldseth,minnewashta,Vallisneria americana,Y
water_celery,Jill Sweet,libbs,Vallisneria americana,Y
water_celery,Jill Sweet,minnewashta,Vallisneria americana,Y
water_celery,Meg Rattei_19,parkers,Vallisneria americana,Y
water__25,Andrea Prichard_19,whitebear,Heteranthera dubia,Y
water__24,Andrea Prichard_19,whitebear,Vallisneria americana,Y
Water Stargrass,alexadd,alexadd,Heteranthera dubia,Y
Water Lettuce,alexadd,alexadd,Pistia stratiotes,Y
watdpft,Andrea Prichard,mccarrons,depth_ft,N
wat_star,Rob Brown,calhoun,Heteranthera dubia,Y
w_s_look,Rob Brown,calhoun,unk_sp,Y
ves,dustin,redsand,Verbena sp,Y
veronica_americana,alexadd,alexadd,Veronica americana,Y
variable_potamogeton_gramineus,Allison Gamble,roemhildt,Potamogeton gramineus,Y
variable_pondweed,Jill Sweet,piersons,Potamogeton gramineus,Y
variable_pondweed,Mark Ranweiler,toad,Potamogeton gramineus,Y
variable_pondweed,Mark Ranweiler,upper cormorant,Potamogeton gramineus,Y
Variable Leaf Pondweed,alexadd,alexadd,Potamogeton gramineus,Y
variable,Andrea Prichard_19,whitebear,Potamogeton gramineus,Y
variable,fieldseth,minnewashta,Potamogeton gramineus,Y
variable,Jill Sweet,minnewashta,Potamogeton gramineus,Y
vame,April Londo,cedar,Vallisneria americana,Y
vame,April Londo,ham,Vallisneria americana,Y
vame,April Londo,josephine,Vallisneria americana,Y
vame,April Londo,mcmahon,Vallisneria americana,Y
vame,April Londo,silver,Vallisneria americana,Y
vame,Cole Loewen,clearwater,Vallisneria americana,Y
vame,Eric Fieldseth,big,Vallisneria americana,Y
vame,Eric Fieldseth,mitchell,Vallisneria americana,Y
vame,James Johnson,ann,Vallisneria americana,Y
vame,James Johnson,bass,Vallisneria americana,Y
vame,James Johnson,beebe,Vallisneria americana,Y
vame,James Johnson,calhoun,Vallisneria americana,Y
vame,James Johnson,carsons bay,Vallisneria americana,Y
vame,James Johnson,cedar,Vallisneria americana,Y
vame,James Johnson,christmas,Vallisneria americana,Y
vame,James Johnson,coal,Vallisneria americana,Y
vame,James Johnson,crookneck,Vallisneria americana,Y
vame,James Johnson,eagle,Vallisneria americana,Y
vame,James Johnson,east phelps bay,Vallisneria americana,Y
vame,James Johnson,eastbattle,Vallisneria americana,Y
vame,James Johnson,fish,Vallisneria americana,Y
vame,James Johnson,gideons bay,Vallisneria americana,Y
vame,James Johnson,grays,Vallisneria americana,Y
vame,James Johnson,howard,Vallisneria americana,Y
vame,James Johnson,john,Vallisneria americana,Y
vame,James Johnson,julia,Vallisneria americana,Y
vame,James Johnson,long,Vallisneria americana,Y
vame,James Johnson,lowermission,Vallisneria americana,Y
vame,James Johnson,maple,Vallisneria americana,Y
vame,James Johnson,maxwell,Vallisneria americana,Y
vame,James Johnson,north arm,Vallisneria americana,Y
vame,James Johnson,platte,Vallisneria americana,Y
vame,James Johnson,pulaski,Vallisneria americana,Y
vame,James Johnson,riley,Vallisneria americana,Y
vame,James Johnson,rush,Vallisneria americana,Y
vame,James Johnson,southeast anderson,Vallisneria americana,Y
vame,James Johnson,st albans,Vallisneria americana,Y
vame,James Johnson,sullivan,Vallisneria americana,Y
vame,James Johnson,susan,Vallisneria americana,Y
vame,James Johnson,vails,Vallisneria americana,Y
vame,James Johnson,weaver,Vallisneria americana,Y
vame,James Johnson,wilmes,Vallisneria americana,Y
vame,Jill Sweet,christmas,Vallisneria americana,Y
vame,Jill Sweet,east phelps,Vallisneria americana,Y
vame,Jill Sweet,phelps bay,Vallisneria americana,Y
vame,Jill Sweet_19,steiger,Vallisneria americana,Y
vame,Jill Sweet_19,zumbra,Vallisneria americana,Y
vame,newman,ann,Vallisneria americana,Y
vame,newman,blueberry,Vallisneria americana,Y
vame,newman,coal,Vallisneria americana,Y
vame,newman,crookneck,Vallisneria americana,Y
vame,newman,fish,Vallisneria americana,Y
vame,newman,julia,Vallisneria americana,Y
vame,newman,lowermission,Vallisneria americana,Y
vame,newman,lucy,Vallisneria americana,Y
vame,newman,otter,Vallisneria americana,Y
vame,newman,rush,Vallisneria americana,Y
vame,newman,smithstonka,Vallisneria americana,Y
vame,newman,susan,Vallisneria americana,Y
vame,newman,vetstonka,Vallisneria americana,Y
valsenaria,Rob Brown,calhoun,Vallisneria americana,Y
"vallisneria_americana,wild_celery",April Londo,jane,Vallisneria americana,Y
"vallisneria_americana,wild_celery",James Johnson,weaver,Vallisneria americana,Y
"vallisneria_americana,wild_celery",Matt Berg,orono,Vallisneria americana,Y
"vallisneria_americana,wild_celery",Meg Rattei,demontreville,Vallisneria americana,Y
"vallisneria_americana,wild_celery",Meg Rattei,edith,Vallisneria americana,Y
"vallisneria_americana,wild_celery",Meg Rattei,jane,Vallisneria americana,Y
"vallisneria_americana,wild_celery",Meg Rattei,olson,Vallisneria americana,Y
"vallisneria_americana,wild_celery",Meg Rattei,pomroy,Vallisneria americana,Y
"vallisneria_americana,wild_celery",Meg Rattei_19,demontreville,Vallisneria americana,Y
"vallisneria_americana,wild_celery",Meg Rattei_19,jane,Vallisneria americana,Y
"vallisneria_americana,wild_celery",Meg Rattei_19,olson,Vallisneria americana,Y
"vallisneria_americana,_wild_celery",Meg Rattei,demontreville,Vallisneria americana,Y
"vallisneria_americana,_wild_celery",Meg Rattei,jane,Vallisneria americana,Y
"vallisneria_americana,_wild_celery",Meg Rattei,olson,Vallisneria americana,Y
vallisneria_americana,Allison Gamble,cedar,Vallisneria americana,Y
vallisneria_americana,Allison Gamble,sakatah bay,Vallisneria americana,Y
vallisneria_americana,April Londo,bald eagle,Vallisneria americana,Y
vallisneria_americana,April Londo,big carnelian,Vallisneria americana,Y
vallisneria_americana,April Londo,cedar,Vallisneria americana,Y
vallisneria_americana,April Londo,coon,Vallisneria americana,Y
vallisneria_americana,April Londo,coon east,Vallisneria americana,Y
vallisneria_americana,April Londo,coon west,Vallisneria americana,Y
vallisneria_americana,April Londo,demontreville,Vallisneria americana,Y
vallisneria_americana,April Londo,forest,Vallisneria americana,Y
vallisneria_americana,April Londo,ham,Vallisneria americana,Y
vallisneria_americana,April Londo,johanna,Vallisneria americana,Y
vallisneria_americana,April Londo,josephine,Vallisneria americana,Y
vallisneria_americana,April Londo,mcmahon,Vallisneria americana,Y
vallisneria_americana,April Londo,medicine,Vallisneria americana,Y
vallisneria_americana,April Londo,minnetonka north arm,Vallisneria americana,Y
vallisneria_americana,April Londo,orchard,Vallisneria americana,Y
vallisneria_americana,April Londo,pierson,Vallisneria americana,Y
vallisneria_americana,April Londo,schmidt,Vallisneria americana,Y
vallisneria_americana,April Londo,silver,Vallisneria americana,Y
vallisneria_americana,April Londo,turtle,Vallisneria americana,Y
vallisneria_americana,April Londo,winona,Vallisneria americana,Y
vallisneria_americana,brasch,medicine,Vallisneria americana,Y
vallisneria_americana,brasch,sarahe,Vallisneria americana,Y
vallisneria_americana,brasch,sarahw,Vallisneria americana,Y
vallisneria_americana,fieldseth,stalban,Vallisneria americana,Y
vallisneria_americana,Jill Sweet,st. albans,Vallisneria americana,Y
vallisneria_americana,Meg Rattei_19,twin,Vallisneria americana,Y
vallisnaria_americana,April Londo,schmidt,Vallisneria americana,Y
Vallisnaria americana,alexadd,alexadd,Vallisneria americana,Y
Vallesneria,alexadd,alexadd,Vallisneria sp,Y
Valisneria americana,alexadd,alexadd,Vallisneria americana,Y
VALAME,alexadd,alexadd,Vallisneria americana,Y
valame,Jill Sweet,steiger,Vallisneria americana,Y
val_vallisneria_americana,Allison Gamble,dudley,Vallisneria americana,Y
val_vallisneria_americana,Allison Gamble,frances,Vallisneria americana,Y
val_vallisneria_americana,Allison Gamble,kelly,Vallisneria americana,Y
val_vallisneria_americana,Allison Gamble,mazaska,Vallisneria americana,Y
val_vallisneria_americana,Allison Gamble,reeds,Vallisneria americana,Y
val_vallisneria_americana,Allison Gamble,roemhildt,Vallisneria americana,Y
val_vallisneria_americana,Allison Gamble,shields,Vallisneria americana,Y
