fw_id,dowlknum,pw_basin_n,pw_parent_,pw_sub_nam,sub_flag,wb_class,lake_class,acres.x,shore_mi,center_utm,center_u_1,cty_name,dnr_region,fsh_office,outside_mn,delineated,delineatio,delineat_1,delineat_2,approved_b,approval_d,approval_n,has_flag,flag_type,publish_da,lksdb_basi,has_wld_fl,wld_flag_t,unique_id,created_us,created_da,last_edite,last_edi_1,ow_use,pwi_class,map_displa,map_label,shape_Leng,shape_Area,INSIDE_X,INSIDE_Y,in_lakefin,dow_main,order_ID,major,major_name,acres.y,sq_miles,prod_year,source,HUC_8,Shape_Leng,Shape_Area,DOW,LAKE_NAME,nyears,nsurveys,surveylist,datasource,ntaxa,taxalist,surveyorlist
9853,01001600,Little Prairie,Little Prairie,,X,Lake or Pond,0,72.64375287,1.27775129,492017.309676,5184697.51182,Aitkin,2,,N,,,DNR 24k POLYS,,,,,,,2022-03-31,1200,,,160197,,,DNRHYDRO,2022-03-25,Y,P,Y,Little Prairie,2056.34547808,293978.837864,492017.309677,5184697.51182,Y,1001600,16369,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1001600,little prairie,1,1,2011-08-16,DNR Shallow Lakes,12,"Ceratophyllum demersum, Vallisneria americana, Drepanocladus, Potamogeton robbinsii, Carex, Equisetum, Nuphar variegata, Potentilla palustris, Sagittaria, Sparganium (floating), Nymphaea odorata, Typha angustifolia",NA
2192,01003400,Horseshoe,Horseshoe,,X,Lake or Pond,39,240.06318523,3.72298339,483970.301396,5173669.42367,Aitkin,2,Aitkin,N,FSH,2007-04-05,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,"FSW, SVY",2022-03-31,1335,,,11506,,,DNRHYDRO,2022-03-25,Y,P,Y,Horseshoe,5991.57295837,971501.242917,483970.301396,5173669.42367,Y,1003400,16343,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1003400,horseshoe,1,1,2011-08-10,DNR Shallow Lakes,15,"Drepanocladus, Nuphar variegata, Nymphaea odorata, Potamogeton zosteriformis, Zizania palustris, Schoenoplectus acutus, Sparganium (floating), Vallisneria americana, Ceratophyllum demersum, Potamogeton praelongus, Brasenia schreberi, Utricularia vulgaris, Potamogeton natans, Myriophyllum sibiricum, Pontederia cordata",NA
10268,01003500,Mud,Mud,,X,Lake or Pond,0,47.90321935,1.2363771,479139.66469,5170764.82692,Aitkin,2,,N,USGS,2004-07-08,ORIG DLG,Original USGS/DLG delineation,,,,,,2022-03-31,1336,,,11364,,,DNRHYDRO,2022-03-25,Y,P,Y,Mud,1989.76004573,193857.450892,479139.66469,5170764.82692,Y,1003500,16671,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1003500,mud,1,1,2014-07-17,DNR Shallow Lakes,24,"Nymphaea odorata, Pontederia cordata, Sagittaria, Schoenoplectus subterminalis, Utricularia vulgaris, Brasenia schreberi, Potamogeton amplifolius, Potamogeton natans, Drepanocladus, Vallisneria americana, Ceratophyllum demersum, Potamogeton zosteriformis, Carex, Eleocharis, Nitella, Najas flexilis, Potamogeton illinoensis, Potamogeton gramineus, Zizania palustris, Chara, Nuphar variegata, Typha angustifolia, Utricularia intermedia, Sparganium (emergent)",NA
2017,01005300,Rat House,Rat House,,X,Lake or Pond,37,110.19554734,1.81372305,482831.954556,5190458.15256,Aitkin,2,Aitkin,N,FSH,2007-02-21,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,1354,,,11540,,,DNRHYDRO,2022-03-25,Y,P,Y,Rat House,2918.91015174,445945.558491,482831.954556,5190458.15256,Y,1005300,16418,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1005300,rat house,1,1,2014-06-25,DNR Shallow Lakes,14,"Ceratophyllum demersum, Potamogeton robbinsii, Zizania palustris, Nymphaea odorata, Potamogeton natans, Nuphar variegata, Pontederia cordata, Nymphaeaceae, Potamogeton zosteriformis, Utricularia vulgaris, Calla palustris, Carex, Sagittaria, Typha angustifolia",NA
10165,01006000,Sandy River,Sandy River,,X,Lake or Pond,0,333.86304888,4.99889885,475720.196412,5174088.82803,Aitkin,2,,N,FSH,2006-08-21,2004 FSA,Re-delineation by DNR Fisheries staff,,,,,,2022-03-31,1363,,,11317,,,DNRHYDRO,2022-03-25,Y,P,Y,Sandy River,8044.9639572,1351095.82358,475328.9027,5174043.5536,Y,1006000,16689,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1006000,sandy river,1,1,2009-07-15,DNR Shallow Lakes,15,"Nymphaea odorata, Potamogeton zosteriformis, Sagittaria cuneata, Zizania palustris, Bidens beckii, Drepanocladus, Vallisneria americana, Nuphar variegata, Potamogeton richardsonii, Sagittaria, Ceratophyllum demersum, Potamogeton natans, Potamogeton praelongus, Myriophyllum sibiricum, Utricularia vulgaris",NA
2197,01006100,Flowage,Flowage,,X,Lake or Pond,39,731.1673688,11.66074179,475049.428288,5171750.94788,Aitkin,2,Aitkin,N,FSH,2006-08-10,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,1364,,,11534,,,DNRHYDRO,2022-03-25,Y,P,Y,Flowage,18766.1823743,2958929.36228,475049.428288,5171750.94788,Y,1006100,16770,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1006100,flowage,1,1,2011-07-29,DNR Shallow Lakes,15,"Carex, Nymphaea odorata, Potamogeton natans, Vallisneria americana, Ceratophyllum demersum, Nuphar variegata, Potamogeton zosteriformis, Zizania palustris, Bidens beckii, Potamogeton richardsonii, Elodea canadensis, Utricularia vulgaris, Typha angustifolia, Chara, Najas flexilis",NA
2281,01007200,Rock,Rock,,X,Lake or Pond,39,341.47810026,5.3321699,470459.184226,5164338.88777,Aitkin,2,Aitkin,N,FSH,2007-04-05,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,749,,,10573,,,DNRHYDRO,2022-03-25,Y,P,Y,Rock,8581.31280083,1381912.84314,470459.184226,5164338.88777,Y,1007200,16661,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1007200,rock,1,1,2011-07-21,DNR Shallow Lakes,23,"Ceratophyllum demersum, Elodea canadensis, Potamogeton praelongus, Potamogeton (narrow), Nymphaea odorata, Zizania palustris, Eleocharis acicularis, Nuphar variegata, Potamogeton zosteriformis, Schoenoplectus acutus, Vallisneria americana, Pontederia cordata, Potamogeton natans, Bidens beckii, Utricularia vulgaris, Myriophyllum sibiricum, Potamogeton amplifolius, Potamogeton friesii, Potamogeton epihydrus, ProtectedSpecies_1, Chara, Potamogeton gramineus, Utricularia minor",NA
2147,01007600,Sanders,Sanders,,X,Lake or Pond,37,34.84375093,0.91714476,469158.171374,5178562.5075,Aitkin,2,Aitkin,N,FSH,2007-04-05,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,753,,,10796,,,DNRHYDRO,2022-03-25,Y,P,Y,Sanders,1476.0043642,141007.657222,469158.171374,5178562.5075,Y,1007600,16771,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1007600,sanders,1,1,2011-06-28,DNR Shallow Lakes,8,"Ceratophyllum demersum, Elodea canadensis, Zizania palustris, Potamogeton zosteriformis, Utricularia vulgaris, Potamogeton natans, Schoenoplectus acutus, Nuphar variegata",NA
10047,01008000,Libby,Libby,,X,Lake or Pond,0,71.77108425,1.53739088,472473.020577,5179831.44428,Aitkin,2,,N,,,DNR 24k POLYS,,,,,,,2022-03-31,757,,,160092,,,DNRHYDRO,2022-03-25,Y,P,Y,Libby,2474.19402927,290447.27322,472473.020546,5179831.44429,Y,1008000,16675,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1008000,libby,1,1,2011-08-03,DNR Shallow Lakes,22,"Brasenia schreberi, Nuphar variegata, Nymphaea odorata, Potamogeton epihydrus, Potamogeton gramineus, Sparganium (floating), Potamogeton illinoensis, Drepanocladus, Utricularia intermedia, Sagittaria, Utricularia vulgaris, Schoenoplectus subterminalis, Potamogeton robbinsii, Utricularia, Carex, Iris, Potentilla palustris, Typha angustifolia, Schoenoplectus pungens, Sparganium (emergent), Utricularia minor, Ceratophyllum demersum",NA
2539,01008500,Twenty,Twenty,,X,Lake or Pond,37,123.22284516,2.47686666,459330.632047,5135169.47689,Aitkin,2,Aitkin,N,FSH,2007-04-05,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,762,,,10445,,,DNRHYDRO,2022-03-25,Y,P,Y,Twenty,3986.13846868,498665.162332,459330.632047,5135169.47689,Y,1008500,15559,21,Rum River,1013790,1584,2009,DNR Catchment Dataset,07010207,649505.567668,4102679624.54,1008500,twenty,1,1,2010-06-29,DNR Shallow Lakes,17,"Potamogeton natans, Potamogeton zosteriformis, Utricularia vulgaris, Zizania palustris, Bidens beckii, Nymphaea odorata, Schoenoplectus acutus, Ceratophyllum demersum, Typha angustifolia, Equisetum, Chara, Nuphar variegata, Elodea canadensis, Myriophyllum sibiricum, Eleocharis smallii, Sagittaria, Salix",NA
2566,01008600,Deer,Deer,,X,Lake or Pond,37,47.46057038,1.29287003,460729.934447,5131617.96553,Aitkin,2,Aitkin,N,FSH,2007-04-05,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,763,,,10220,,,DNRHYDRO,2022-03-25,Y,P,Y,Deer,2080.67678717,192066.114058,460729.934447,5131617.96553,Y,1008600,15496,21,Rum River,1013790,1584,2009,DNR Catchment Dataset,07010207,649505.567668,4102679624.54,1008600,deer,1,1,2009-07-01,DNR Shallow Lakes,18,"Ceratophyllum demersum, Elodea canadensis, Nuphar variegata, Nymphaea odorata, Potamogeton amplifolius, Potamogeton praelongus, Potamogeton zosteriformis, Utricularia vulgaris, Zizania palustris, Potamogeton gramineus, Sagittaria, Schoenoplectus, Equisetum, Sparganium, Vallisneria americana, Stuckenia pectinata, Schoenoplectus acutus, Potamogeton natans",NA
2480,01009200,Swamp,Swamp,,X,Lake or Pond,37,271.53764026,2.94744572,464357.001293,5143108.44922,Aitkin,2,Aitkin,N,FSH,2007-04-05,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,770,,,10712,,,DNRHYDRO,2022-03-25,Y,P,Y,Swamp,4743.46356752,1098873.8434,464357.001293,5143108.44922,Y,1009200,15538,10,Mississippi River - Brainerd,1076295,1682,2009,DNR Catchment Dataset,07010104,676698.332389,4355630649.95,1009200,swamp,4,4,"2002-06-10, 2006-07-12, 2009-06-30, 2014-06-18",DNR Shallow Lakes,23,"Potamogeton (narrow), Najas flexilis, Potamogeton amplifolius, Brasenia schreberi, Myriophyllum sibiricum, Chara, Vallisneria americana, Sparganium fluctuans, Potamogeton robbinsii, Potamogeton praelongus, Heteranthera dubia, Nitella, Zizania palustris, ProtectedSpecies_1, Elodea, Bidens beckii, Drepanocladus, Potamogeton gramineus, Elodea canadensis, Nymphaea odorata, Sparganium, Najas, Ceratophyllum demersum","NA, NA, NA, NA"
2339,01009700,Newstrom,Newstrom,,X,Lake or Pond,37,77.56337234,1.49593629,460431.138951,5155982.19124,Aitkin,2,Aitkin,N,FSH,2007-04-05,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,884,,,10304,,,DNRHYDRO,2022-03-25,Y,P,Y,Newstrom,2407.48090531,313887.831513,460431.13895,5155982.19124,Y,1009700,15639,10,Mississippi River - Brainerd,1076295,1682,2009,DNR Catchment Dataset,07010104,676698.332389,4355630649.95,1009700,newstrom,1,1,2009-07-31,DNR Shallow Lakes,10,"Ceratophyllum demersum, Zizania palustris, Potamogeton zosteriformis, Utricularia vulgaris, Nymphaea odorata, Utricularia minor, Nuphar variegata, Sagittaria, Potamogeton richardsonii, Vallisneria americana",NA
10707,01009800,Camp,Camp,,X,Lake or Pond,0,103.68182276,1.5264264,463123.383838,5152789.76642,Aitkin,2,,N,USGS,2004-07-08,ORIG DLG,Original USGS/DLG delineation,,,,,,2022-03-31,885,,,10606,,,DNRHYDRO,2022-03-25,Y,P,Y,Camp,2456.55007948,419585.450324,463123.383838,5152789.76642,Y,1009800,15637,10,Mississippi River - Brainerd,1076295,1682,2009,DNR Catchment Dataset,07010104,676698.332389,4355630649.95,1009800,camp,1,1,2009-07-10,DNR Shallow Lakes,27,"Drepanocladus, Potamogeton robbinsii, Utricularia vulgaris, Zizania palustris, Brasenia schreberi, Nymphaea odorata, Ceratophyllum demersum, Elodea canadensis, Potamogeton zosteriformis, Najas flexilis, Najas, Potamogeton friesii, Utricularia minor, Chara, Nuphar variegata, Potamogeton praelongus, Equisetum, Potamogeton amplifolius, Potamogeton gramineus, Potamogeton natans, Schoenoplectus, Vallisneria americana, Potamogeton richardsonii, Schoenoplectus acutus, Elodea, Sagittaria, ProtectedSpecies_1",NA
2274,01010200,Wilkins,Wilkins,,X,Lake or Pond,31,348.85807585,3.58975984,461899.843556,5165316.62222,Aitkin,2,Aitkin,N,FSH,2007-04-05,2004 FSA,Re-delineation by DNR Score the Shore staff,,,,Y,"FSW, SVY",2022-03-31,891,,,10912,DNRHYDRO,2017-08-31,DNRHYDRO,2022-03-25,Y,P,Y,Wilkins,5777.17002148,1411778.54476,461899.843556,5165316.62222,Y,1010200,16697,10,Mississippi River - Brainerd,1076295,1682,2009,DNR Catchment Dataset,07010104,676698.332389,4355630649.95,1010200,wilkins,1,1,2012-07-11,DNR Shallow Lakes,20,"Bidens beckii, Elodea canadensis, Myriophyllum sibiricum, Potamogeton zosteriformis, Potamogeton robbinsii, Isoetes, Nuphar variegata, Potamogeton gramineus, Ceratophyllum demersum, Potamogeton praelongus, Najas, Potamogeton amplifolius, Schoenoplectus acutus, Potamogeton richardsonii, Brasenia schreberi, Nymphaea odorata, Utricularia vulgaris, Sparganium, Stuckenia pectinata, Ranunculus flammula",NA
2290,01010400,French,French,,X,Lake or Pond,31,149.26181638,2.9053518,458297.071606,5163659.07662,Aitkin,2,Aitkin,N,FSH,2007-04-05,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,"FSW, SVY",2022-03-31,894,,,10637,,,DNRHYDRO,2022-03-25,Y,P,Y,French,4675.71983382,604041.14022,458297.071606,5163659.07662,Y,1010400,16807,10,Mississippi River - Brainerd,1076295,1682,2009,DNR Catchment Dataset,07010104,676698.332389,4355630649.95,1010400,french,1,1,2012-06-18,DNR Shallow Lakes,18,"Ceratophyllum demersum, Nuphar variegata, Potamogeton crispus, Nymphaea odorata, Vallisneria americana, Equisetum, Myriophyllum sibiricum, Potamogeton zosteriformis, Utricularia vulgaris, Potamogeton (narrow), Najas flexilis, Schoenoplectus acutus, Phragmites australis, Ranunculus, Stuckenia pectinata, Bidens beckii, Chara, Potamogeton richardsonii",NA
2284,01010500,Fleming,Fleming,,X,Lake or Pond,39,318.82790015,3.62167189,461988.996618,5164146.34277,Aitkin,2,Aitkin,N,FSH,2015-05-28,ESRI World Imagery,Re-delineation by DNR Score the Shore staff,,,,Y,SVY,2022-03-31,896,,,10821,DNRHYDRO,2017-08-31,DNRHYDRO,2022-03-25,Y,P,Y,Fleming,5828.52758823,1290250.73534,461988.996618,5164146.34277,Y,1010500,16541,10,Mississippi River - Brainerd,1076295,1682,2009,DNR Catchment Dataset,07010104,676698.332389,4355630649.95,1010500,fleming,1,1,2011-06-08,DNR Shallow Lakes,14,"Ceratophyllum demersum, Nymphaea odorata, Potamogeton zosteriformis, Zizania palustris, Potamogeton crispus, Myriophyllum sibiricum, Nuphar variegata, Potamogeton praelongus, Schoenoplectus acutus, Drepanocladus, Potamogeton (narrow), Potamogeton friesii, Bidens beckii, Potamogeton amplifolius",NA
10079,01010600,Clear,Clear,,X,Lake or Pond,0,28.79185688,1.27307968,461246.565957,5178093.5826,Aitkin,2,,N,,,DNR 24k POLYS,,,,,,,2022-03-31,897,,,160093,,,DNRHYDRO,2022-03-25,Y,P,Y,Clear,2048.8271996,116516.510908,461246.565967,5178093.5826,N,1010600,16662,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1010600,clear,1,1,2011-06-29,DNR Shallow Lakes,15,"Ceratophyllum demersum, Nymphaea odorata, Potamogeton natans, Potamogeton zosteriformis, Utricularia vulgaris, Zizania palustris, Carex, Schoenoplectus, Myriophyllum sibiricum, Nuphar variegata, Calla palustris, Potamogeton (narrow), Potentilla palustris, Sagittaria, Typha angustifolia",NA
9134,01010800,Langs,Langs,,X,Lake or Pond,0,28.65189388,0.81578732,464767.647809,5204971.63901,Aitkin,2,,N,,,DNR 24k POLYS,,,,,,,2022-03-31,899,,,160155,,,DNRHYDRO,2022-03-25,Y,P,Y,Langs,1312.8851496,115950.100742,464767.647805,5204971.63901,Y,1010800,16630,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1010800,langs,1,1,2011-08-05,DNR Shallow Lakes,13,"Brasenia schreberi, Nymphaea odorata, Sparganium (floating), Utricularia vulgaris, Nuphar variegata, Drepanocladus, Potamogeton zosteriformis, Potamogeton amplifolius, Potamogeton natans, Carex, Ceratophyllum demersum, Potamogeton (narrow), Typha angustifolia",NA
3582,01013200,Hanson,Hanson,,X,Lake or Pond,32,143.28472637,3.54683572,451180.528511,5151468.56988,Aitkin,2,Aitkin,N,FSH,2006-06-26,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,1038,,,11067,,,DNRHYDRO,2022-03-25,Y,P,Y,Hanson,5708.09019488,579852.715133,451180.528511,5151468.56989,Y,1013200,15557,10,Mississippi River - Brainerd,1076295,1682,2009,DNR Catchment Dataset,07010104,676698.332389,4355630649.95,1013200,hanson,1,1,2012-08-20,DNR Shallow Lakes,20,"Ceratophyllum demersum, Potamogeton praelongus, Brasenia schreberi, Eleocharis, Elodea canadensis, Nuphar variegata, Potamogeton zosteriformis, Bidens beckii, Nymphaea odorata, Potamogeton robbinsii, Utricularia minor, Utricularia vulgaris, Potamogeton amplifolius, Potamogeton natans, Potamogeton richardsonii, Potamogeton friesii, Equisetum, Schoenoplectus acutus, Potamogeton illinoensis, Sparganium",NA
10076,01013400,Sitas,Sitas,,X,Lake or Pond,0,58.72735912,1.15521099,452711.314773,5178028.24929,Aitkin,2,,N,,,DNR 24k POLYS,,,,,,,2022-03-31,1041,,,160095,,,DNRHYDRO,2022-03-25,Y,P,Y,Sitas,1859.13545331,237661.190434,452711.31477,5178028.24929,Y,1013400,16642,10,Mississippi River - Brainerd,1076295,1682,2009,DNR Catchment Dataset,07010104,676698.332389,4355630649.95,1013400,sitas,1,1,2010-08-26,DNR Shallow Lakes,11,"Bidens beckii, Myriophyllum sibiricum, Nuphar variegata, Nymphaea odorata, Zizania palustris, Ceratophyllum demersum, Potamogeton zosteriformis, Ranunculus, Potamogeton natans, Potamogeton (narrow), Utricularia vulgaris",NA
9613,01014000,Moose,Moose,,X,Lake or Pond,0,146.99649173,1.88628905,451630.438162,5190766.8438,Aitkin,2,,N,,,DNR 24k POLYS,,,,,,,2022-03-31,1048,,,160170,,,DNRHYDRO,2022-03-25,Y,P,Y,Moose,3035.69361465,594873.696647,451630.438194,5190766.84378,Y,1014000,16811,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1014000,moose,1,1,2011-06-16,DNR Shallow Lakes,9,"Ceratophyllum demersum, Utricularia vulgaris, Zizania palustris, Chara, Nuphar variegata, Nitella, Drepanocladus, Potamogeton natans, Bidens beckii",NA
2092,01014800,White Elk,White Elk,,X,Lake or Pond,39,686.30947098,5.55631618,446514.434679,5184553.71365,Aitkin,2,Aitkin,N,FSH,2007-04-05,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,1062,,,11324,,,DNRHYDRO,2022-03-25,Y,P,Y,White Elk,8942.04198511,2777395.89037,446514.434679,5184553.71365,Y,1014800,16600,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1014800,white elk,2,2,"2009-08-06, 2014-07-07",DNR Shallow Lakes,25,"Najas flexilis, Nymphaea odorata, Sagittaria, Zizania palustris, Chara, Potamogeton natans, Eleocharis, Potamogeton gramineus, Brasenia schreberi, Nuphar variegata, Schoenoplectus subterminalis, Schoenoplectus, Sparganium (floating), Equisetum, Utricularia vulgaris, Heteranthera dubia, Potamogeton epihydrus, Sparganium (emergent), Potamogeton amplifolius, Dulichium arundinaceum, Bidens beckii, Carex, Typha angustifolia, Vallisneria americana, Bolboschoenus fluviatilis","NA, NA"
2509,01014900,Mallard,Mallard,,X,Lake or Pond,0,346.16564481,3.22382659,444604.83123,5139756.96271,Aitkin,2,Aitkin,N,FSH,2007-04-05,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,1063,,,11377,,,DNRHYDRO,2022-03-25,Y,P,Y,Mallard,5188.25635707,1400882.66291,444604.83123,5139756.96271,Y,1014900,15514,10,Mississippi River - Brainerd,1076295,1682,2009,DNR Catchment Dataset,07010104,676698.332389,4355630649.95,1014900,mallard,3,3,"2005-06-16, 2009-06-03, 2012-06-21",DNR Shallow Lakes,33,"Ceratophyllum demersum, Potamogeton natans, Potamogeton robbinsii, Spirodela polyrhiza, Zizania palustris, Elodea canadensis, Nymphaea odorata, Potamogeton zosteriformis, Chara, Bidens beckii, Stuckenia pectinata, Utricularia vulgaris, Utricularia, Potamogeton alpinus, Nuphar variegata, Vallisneria americana, Potamogeton illinoensis, Potamogeton gramineus, Potamogeton amplifolius, Nymphaeaceae, Potamogeton (narrow), Potamogeton friesii, Eleocharis, Typha angustifolia, Nitella, Drepanocladus, Potamogeton crispus, Najas flexilis, Carex, Dulichium arundinaceum, Sagittaria, Schoenoplectus, Sparganium (emergent)","NA, NA, NA"
2534,01015500,Camp,Camp,,X,Lake or Pond,0,59.12994179,1.57320543,440142.701059,5136986.68799,Aitkin,2,Aitkin,N,FSH,2007-04-05,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,1069,,,11373,,,DNRHYDRO,2022-03-25,Y,W,Y,Camp,2531.83378693,239290.384699,440142.701059,5136986.68799,Y,1015500,15466,10,Mississippi River - Brainerd,1076295,1682,2009,DNR Catchment Dataset,07010104,676698.332389,4355630649.95,1015500,camp,1,1,2007-06-21,DNR Shallow Lakes,10,"Brasenia schreberi, Nymphaea odorata, Potamogeton natans, Schoenoplectus subterminalis, Utricularia vulgaris, Potamogeton robbinsii, Utricularia, Stuckenia pectinata, Myriophyllum tenellum, Heteranthera dubia",NA
2533,01015600,Spectacle,Spectacle,,X,Lake or Pond,37,99.60141351,3.19108149,439249.033439,5136677.12707,Aitkin,2,Aitkin,N,FSH,2007-04-05,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,332,,,10356,,,DNRHYDRO,2022-03-25,Y,P,Y,Spectacle,5135.55812685,403072.619928,439249.033439,5136677.12707,Y,1015600,15248,10,Mississippi River - Brainerd,1076295,1682,2009,DNR Catchment Dataset,07010104,676698.332389,4355630649.95,1015600,spectacle,1,1,2007-06-12,DNR Shallow Lakes,11,"Potamogeton robbinsii, Brasenia schreberi, Myriophyllum tenellum, Utricularia, Schoenoplectus subterminalis, Utricularia minor, Stuckenia pectinata, Ceratophyllum demersum, Nymphaea odorata, Potamogeton natans, Utricularia vulgaris",NA
2250,01018800,Blind,Blind,,X,Lake or Pond,39,304.37110336,4.90618475,442659.234102,5166528.79323,Aitkin,2,Aitkin,N,FSH,2015-05-28,ESRI World Imagery,Re-delineation by DNR Score the Shore staff,,,,Y,SVY,2022-03-31,1484,,,11321,DNRHYDRO,2017-08-31,DNRHYDRO,2022-03-25,Y,P,Y,Blind,7895.75477751,1231746.15441,442659.234102,5166528.79323,Y,1018800,16759,10,Mississippi River - Brainerd,1076295,1682,2009,DNR Catchment Dataset,07010104,676698.332389,4355630649.95,1018800,blind,1,1,2010-07-09,DNR Shallow Lakes,17,"Ceratophyllum demersum, Elodea canadensis, Nymphaea odorata, Potamogeton zosteriformis, Zizania palustris, Myriophyllum sibiricum, Potamogeton praelongus, Schoenoplectus acutus, Equisetum, Nuphar variegata, Schoenoplectus tabernaemontani, Typha angustifolia, Vallisneria americana, Chara, Utricularia vulgaris, Najas flexilis, Potamogeton richardsonii",NA
9725,01019200,Olds,Olds,,X,Lake or Pond,0,21.46548511,0.71309949,442623.499042,5188262.32353,Aitkin,2,,N,,,DNR 24k POLYS,,,,,,,2022-03-31,1488,,,160176,,,DNRHYDRO,2022-03-25,Y,P,Y,Olds,1147.62535236,86867.7362584,442623.499026,5188262.32362,N,1019200,16729,11,Pine River,500885,783,2009,DNR Catchment Dataset,07010105,388768.451136,2027017979.08,1019200,olds,1,1,2012-07-23,DNR Shallow Lakes,6,"Brasenia schreberi, Nymphaea odorata, Utricularia vulgaris, Potamogeton natans, Vallisneria americana, Typha angustifolia",NA
2024,01019600,Otter,Otter,,X,Lake or Pond,0,126.928894,2.48554663,443195.508467,5189815.93755,Aitkin,2,Aitkin,N,FSH,2007-02-21,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,1492,,,11686,,,DNRHYDRO,2022-03-25,Y,P,Y,Otter,4000.10755964,513663.009887,443195.508467,5189815.93755,Y,1019600,16744,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1019600,otter,1,1,2011-08-17,DNR Shallow Lakes,18,"Brasenia schreberi, Nuphar variegata, Nymphaea odorata, Potamogeton natans, Potamogeton (narrow), Utricularia minor, Utricularia vulgaris, Potamogeton amplifolius, Potamogeton epihydrus, Chara, Vallisneria americana, Eriocaulon aquaticum, Myriophyllum tenellum, Stuckenia pectinata, Drepanocladus, Myriophyllum sibiricum, Schoenoplectus acutus, Schoenoplectus pungens",NA
1997,01019700,Little McKinney,Little McKinney,,X,Lake or Pond,0,15.54207509,0.66858408,444349.889175,5192573.43843,Aitkin,2,Aitkin,N,FSH,2007-02-21,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,1493,,,11194,,,DNRHYDRO,2022-03-25,Y,P,Y,Little McKinney,1075.98393358,62896.5463829,444349.889175,5192573.43843,Y,1019700,16539,9,Mississippi River - Grand Rapids,1332793,2082,2009,DNR Catchment Dataset,07010103,729194.100797,5393643590.3,1019700,little mckinney,1,1,2014-07-03,DNR Shallow Lakes,7,"Ceratophyllum demersum, Nymphaea odorata, Potamogeton zosteriformis, Utricularia vulgaris, Zizania palustris, Nuphar variegata, Drepanocladus",NA
